Callback Solution Count (Gurobi),Current Best Obj. Val.,New Obj. Val.,Run Time (minutes),Solver Work Units,Best Bound,"Current Phase: 0 (in the NoRel heuristic), 1 (in the standard MIP search), or 2 (performing MIP solution improvement)",Explored Node Count
0,1e+100,1.0,0.0006333351135253906,2.223120879120879e-05,-1e+100,1,0.0
