Callback Solution Count (Gurobi),Current Best Obj. Val.,New Obj. Val.,Run Time (minutes),Solver Work Units,Best Bound,"Current Phase: 0 (in the NoRel heuristic), 1 (in the standard MIP search), or 2 (performing MIP solution improvement)",Explored Node Count
0,1e+100,33.0,0.0011999964714050292,0.012951068,-1e+100,1,0.0
1,33.0,33.0,0.005249996980031331,0.012951068,-1e+100,1,0.0
